MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,Age,LastRemod
60,RL,72,10463,Pave,Missing,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,No,0,0,893,893,GasA,Ex,Y,SBrkr,901,900,0,1801,0,0,2,1,3,1,Gd,8,Typ,1,3,Y,0,116,0,0,0,0,Missing,0,6,WD,Normal,239900,1,1
90,RL,60,10800,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,Plywood,Plywood,0,TA,TA,CBlock,Gd,Gd,Gd,1200,0,0,1200,GasA,TA,Y,SBrkr,1200,0,0,1200,2.5,0,3,0,3,1,TA,5,Typ,0,0,Y,120,0,0,0,0,0,Missing,0,3,WD,Alloca,179000,22,21
60,RL,65,9313,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,No,0,0,864,864,GasA,Ex,Y,SBrkr,864,864,0,1728,0,0,2,1,3,1,Gd,7,Typ,0,2,Y,187,56,0,0,0,0,Missing,0,4,WD,Normal,190000,5,5
70,RM,60,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,Gable,CompShg,Wd Sdng,Wd Shng,0,TA,Gd,BrkTil,Fa,Fa,No,0,0,264,264,GasA,Ex,Y,SBrkr,768,664,0,1432,0,0,2,0,2,1,TA,7,Typ,0,2,Y,270,0,0,0,0,0,GdPrv,0,5,WD,Abnorml,132000,97,5
20,RL,65,6768,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,7.5,Hip,CompShg,HdBoard,HdBoard,0,TA,Gd,CBlock,TA,TA,Mn,832,0,80,912,GasA,Gd,Y,SBrkr,912,0,0,912,1,0,1,0,3,1,Gd,5,Typ,0,1,Y,168,0,0,0,0,0,GdPrv,0,5,WD,Normal,142000,47,12
20,RL,65,8450,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,108,TA,TA,PConc,Gd,TA,No,0,0,1349,1349,GasA,Ex,Y,SBrkr,1349,0,0,1349,0,0,2,0,3,1,TA,6,Typ,0,2,Y,120,55,0,0,0,0,GdPrv,0,12,WD,Normal,179000,7,6
80,RL,70,12886,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,Gable,CompShg,HdBoard,HdBoard,0,TA,TA,CBlock,Gd,TA,Av,444,0,76,520,GasA,Ex,Y,SBrkr,1464,0,0,1464,0,0,2,0,3,1,TA,6,Min2,1,2,Y,302,0,0,0,0,0,Missing,0,10,WD,Normal,175000,46,10
120,RL,41,5395,Pave,Missing,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,HdBoard,HdBoard,0,Gd,TA,PConc,Gd,TA,No,733,0,604,1337,GasA,Gd,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,Gd,5,Typ,1,2,Y,96,0,0,0,0,0,Missing,0,10,WD,Normal,180000,15,15
60,RL,70.41696543,8963,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,7.5,Hip,CompShg,VinylSd,VinylSd,289,Ex,Gd,CBlock,TA,Gd,No,575,0,487,1142,GasA,Ex,Y,SBrkr,1175,1540,0,2715,0,0,3,1,4,1,Gd,10,Typ,2,2,Y,0,170,0,0,0,0,Missing,0,7,WD,Normal,299800,32,12
60,RL,77.74223231,8795,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,No,300,0,652,952,GasA,Ex,Y,SBrkr,980,1276,0,2256,0,0,2,1,4,1,Gd,8,Typ,1,2,Y,224,54,0,0,0,0,Missing,0,4,WD,Normal,236000,9,9
70,RM,65,11700,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,Mansard,CompShg,Stucco,Stucco,0,Gd,TA,Stone,TA,Fa,No,0,0,1240,1240,GasW,TA,N,SBrkr,1320,1320,0,2640,0,0,1,1,4,1,Gd,8,Typ,1,3.5,N,181,0,0,0,0,0,Missing,0,5,WD,Normal,265979,123,6
20,RL,59,10593,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,338,Gd,TA,PConc,Gd,TA,No,919,0,801,1720,GasA,Ex,Y,SBrkr,1720,0,0,1720,1,0,2,0,3,1,Gd,7,Typ,1,2,Y,240,56,0,0,0,0,Missing,0,3,WD,Normal,260400,14,14
50,RL,50,8405,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3.5,Gable,CompShg,WdShing,Wd Shng,0,TA,TA,Slab,Missing,Missing,Missing,0,0,0,42,Wall,TA,N,FuseF,1088,441,0,1529,0,0,2,0,4,1,TA,9,Mod,0,1,N,92,0,0,0,0,0,Missing,0,4,WD,Normal,98000,64,59
50,RM,55,8800,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,BrkTil,TA,Fa,No,0,0,576,576,GasA,Gd,Y,SBrkr,792,348,0,1140,0,0,1,0,3,1,TA,7,Min2,0,0,N,0,160,0,0,0,0,Missing,0,6,WD,Normal,96500,100,6
60,RL,59.93350535,7750,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,No,0,0,660,660,GasA,Ex,Y,SBrkr,660,660,0,1320,0,0,2,1,3,1,Gd,6,Typ,0,2,Y,0,48,0,0,0,0,Missing,0,8,WD,Normal,162000,4,4
20,RL,79,9236,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,0,TA,Gd,PConc,Gd,TA,Gd,1200,0,279,1479,GasA,Ex,Y,SBrkr,1494,0,0,1494,1,0,2,0,3,1,Gd,6,Typ,0,2,Y,168,27,0,0,0,0,Missing,0,7,WD,Normal,217000,9,9
60,RL,80,10240,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,178,Gd,TA,PConc,Gd,TA,Mn,0,0,1030,1030,GasA,Gd,Y,SBrkr,1038,1060,0,2098,0,0,2,1,3,1,Ex,8,Typ,1,3,Y,192,52,0,0,0,0,Missing,0,3,WD,Normal,275500,1,1
20,RL,61,7930,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7.5,Gable,CompShg,Plywood,Plywood,0,TA,TA,CBlock,TA,TA,No,439,0,115,1026,GasA,Gd,Y,SBrkr,1026,0,0,1026,1,0,1,0,3,1,Gd,5,Typ,0,2,Y,171,48,0,0,0,0,Missing,0,7,WD,Normal,156000,40,4
145,FV,34,3230,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,894,TA,TA,PConc,Gd,TA,No,381,0,348,729,GasA,Gd,Y,SBrkr,742,729,0,1471,0,0,2,1,3,1,TA,6,Typ,0,2,Y,0,24,0,0,0,0,Missing,0,3,WD,Normal,172500,10,10
60,RL,68,10769,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,Av,20,0,846,866,GasA,Ex,Y,SBrkr,866,902,0,1768,0,0,2,1,3,1,Gd,7,Typ,0,2,Y,144,105,0,0,0,0,Missing,0,4,WD,Normal,212000,2,2
60,RL,65.67294267,11616,Pave,Missing,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,Hip,CompShg,HdBoard,HdBoard,328,TA,TA,CBlock,TA,TA,Mn,438,0,234,672,GasA,TA,Y,SBrkr,672,714,0,1386,0,0,2,1,3,1,TA,6,Typ,1,2,Y,335,0,0,0,0,0,GdPrv,0,4,WD,Abnorml,158900,32,32
145,FV,24,2280,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,360,TA,TA,PConc,Gd,TA,No,549,0,195,744,GasA,Gd,Y,SBrkr,757,744,0,1501,0,0,2,1,3,1,TA,6,Typ,0,2,Y,0,0,0,0,0,0,Missing,0,8,WD,Normal,179400,9,9
60,RL,65,12257,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,513,Gd,TA,PConc,Gd,TA,Av,56,0,1198,1318,GasA,Ex,Y,SBrkr,1328,1203,0,2531,0,0,2,1,4,1,Gd,9,Typ,1,3,Y,222,98,0,0,0,0,Missing,0,11,WD,Normal,290000,12,12
20,RL,70,9100,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,612,0,252,864,GasA,Ex,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,TA,5,Typ,0,1,Y,0,0,0,0,0,0,Missing,0,10,WD,Normal,127500,50,50
30,RM,60,6911,Pave,Missing,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,PConc,TA,TA,Mn,405,0,740,1145,GasA,TA,Y,SBrkr,1301,0,0,1301,0,0,1,0,2,1,Fa,5,Min1,0,2,Y,0,0,0,0,0,0,Missing,0,10,WD,Normal,100000,85,59
60,FV,72,8640,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Gd,TA,Mn,24,0,732,756,GasA,Ex,Y,SBrkr,764,783,0,1547,0,0,2,1,3,1,Gd,7,Typ,0,2,Y,169,45,0,0,0,0,Missing,0,6,Con,Normal,215200,1,1
60,RL,82,9430,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,673,Gd,TA,PConc,Gd,TA,Mn,1163,0,89,1252,GasA,Ex,Y,SBrkr,1268,1097,0,2365,1,0,2,1,3,1,Gd,8,Typ,1,3,Y,0,128,0,0,0,0,Missing,0,7,WD,Normal,337000,10,10
120,RL,30,9549,Pave,Missing,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,BrkFace,BrkFace,0,Gd,Gd,PConc,Gd,Gd,Av,437,0,0,1494,GasA,Ex,Y,SBrkr,1494,0,0,1494,1,0,1,1,2,1,Ex,6,Typ,1,2,Y,0,30,0,0,0,0,Missing,0,4,WD,Normal,270000,11,10
20,RL,75,14587,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,Gable,CompShg,VinylSd,VinylSd,284,Gd,TA,PConc,Gd,TA,No,0,0,1498,1498,GasA,Ex,Y,SBrkr,1506,0,0,1506,0,0,2,0,2,1,Ex,6,Typ,1,2,Y,0,170,0,0,0,0,Missing,0,8,New,Partial,264132,0,0
60,RL,80,10421,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,HdBoard,HdBoard,42,TA,TA,CBlock,Gd,TA,No,394,0,586,980,GasA,TA,Y,SBrkr,980,734,0,1714,0,0,2,1,3,1,TA,7,Typ,1,2,Y,228,66,0,0,0,0,MnPrv,0,3,WD,Normal,196500,22,22
50,RL,75,12508,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,CBlock,Gd,TA,Mn,660,0,323,983,GasA,Ex,Y,SBrkr,983,767,0,1750,1,0,2,0,4,1,TA,7,Mod,0,1,Y,245,0,0,0,0,0,Missing,0,7,WD,Normal,160000,68,23
20,RL,70,9100,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,No,24,0,1685.5,1860,GasA,Ex,Y,SBrkr,1836,0,0,1836,0,0,2,0,3,1,Gd,8,Typ,1,2,Y,120,33,0,0,0,0,Missing,0,10,WD,Normal,216837,2,1
60,RL,47,17673.5,Pave,Missing,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,CemntBd,Wd Shng,603,Ex,TA,PConc,Gd,TA,Gd,1416,0,234,1650,GasA,Ex,Y,SBrkr,1690,1589,0,2747.625,1,0,3,1,4,1,Ex,10,Mod,1,3,Y,420,36,0,0,0,0,Missing,0,6,WD,Normal,538000,7,7
85,RL,71.64300898,7252,Pave,Missing,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,Gd,TA,Av,685,0,173,858,GasA,TA,Y,SBrkr,858,0,0,858,1,0,1,0,2,1,TA,5,Typ,0,2,Y,120,0,0,0,0,0,Missing,0,4,WD,Normal,134900,27,27
20,RL,67,8877,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,Fa,Fa,No,836,0,0,836,GasA,TA,Y,FuseF,1220,0,0,1220,0,0,1,0,2,1,TA,6,Typ,0,2,Y,0,0,0,0,0,0,Missing,0,4,COD,Normal,102000,55,55
80,RL,94,7819,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,Plywood,Plywood,0,TA,TA,CBlock,TA,TA,Av,422,0,480,1029,GasA,TA,Y,SBrkr,1117,0,0,1117,1,0,1,0,3,1,TA,6,Typ,1,2,Y,144,0,0,0,0,0,MnPrv,0,3,WD,Abnorml,107000,34,34
20,RL,70,10150,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,1,TA,TA,CBlock,TA,TA,No,456,0,456,912,GasA,Ex,Y,FuseA,912,0,0,912,0,0,1,0,2,1,TA,5,Typ,0,1,Y,0,0,0,0,0,0,Missing,0,7,COD,Normal,114500,49,49
20,RL,110,14226,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,375,Gd,TA,PConc,Gd,TA,Av,0,0,1685.5,1935,GasA,Gd,Y,SBrkr,1973,0,0,1973,0,0,2,0,3,1,Gd,9,Typ,1,3,Y,315,45,0,0,0,0,Missing,0,7,New,Partial,395000,1,1
120,RM,32,4500,Pave,Missing,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,320,TA,TA,PConc,Ex,TA,No,866,0,338,1204,GasA,Ex,Y,SBrkr,1204,0,0,1204,1,0,2,0,2,1,TA,5,Typ,0,2,Y,0,170,0,0,0,0,Missing,0,6,WD,Normal,162000,11,11
20,RL,86,11210,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,240,Gd,TA,PConc,Gd,TA,Av,20,0,1594,1614,GasA,Ex,Y,SBrkr,1614,0,0,1614,0,0,2,0,3,1,Gd,7,Typ,0,3,Y,144,59,0,0,0,0,Missing,0,7,New,Partial,221500,1,0
20,RL,100,13350,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,HdBoard,Plywood,0,TA,TA,CBlock,TA,TA,No,762,0,102,864,GasA,TA,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,TA,5,Typ,1,2,Y,241,0,0,0,0,0,MnPrv,0,6,WD,Normal,142500,32,32
90,RH,60,8400,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,5,Gable,CompShg,Plywood,Plywood,320,TA,TA,Slab,Missing,Missing,Missing,0,0,0,42,GasA,TA,Y,SBrkr,2020,0,0,2020,0,0,2,0,4,1,TA,10,Typ,2,2,Y,0,0,0,0,0,0,Missing,0,10,WD,Normal,144000,30,30
90,RL,78,10530,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,Gable,CompShg,Plywood,ImStucc,90,TA,TA,CBlock,Gd,TA,Gd,975,0,0,975,GasA,TA,Y,SBrkr,1004,0,0,1004,1,0,1,0,2,1,TA,4,Typ,0,2,Y,0,0,0,0,0,0,Missing,0,5,WD,Normal,135000,29,29
20,RL,63,7875,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,HdBoard,HdBoard,38,TA,TA,PConc,Gd,Gd,No,0,0,1237,1237,GasA,Gd,Y,SBrkr,1253,0,0,1253,0,0,2,0,3,1,TA,6,Typ,1,2,Y,220,21,0,0,0,0,Missing,0,6,WD,Normal,176000,12,11
60,RL,65,7153,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,0,Gd,Gd,PConc,Gd,TA,No,387,0,374,761,GasA,Ex,Y,SBrkr,810,793,0,1603,0,0,2,1,3,1,Gd,7,Typ,0,2,Y,0,124,0,0,0,0,Missing,0,7,WD,Normal,175900,14,14
20,RL,67,16285,Pave,Missing,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,No,0,0,1413,1413,GasA,Ex,Y,SBrkr,1430,0,0,1430,0,0,2,0,3,1,Gd,6,Typ,0,2,Y,0,33,0,0,0,0,Missing,0,6,WD,Normal,187100,8,7
85,RL,75.36538597,9101,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,Gable,CompShg,Plywood,Plywood,104,TA,Gd,PConc,Gd,TA,Av,1097,0,0,1097,GasA,Ex,Y,SBrkr,1110,0,0,1110,1,0,1,0,1,1,Gd,4,Typ,1,2,Y,303,30,0,0,0,0,Missing,0,7,WD,Normal,165500,31,31
75,RM,35,6300,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,Gable,CompShg,Wd Sdng,Wd Shng,0,TA,TA,CBlock,TA,TA,No,0,0,742,742,GasA,Ex,Y,SBrkr,742,742,0,1484,0,0,2,0,3,1,TA,9,Typ,1,0,Y,0,170,0,0,0,0,Missing,0,6,WD,Normal,128000,94,7
20,RL,74.78229005,9790,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,Gable,CompShg,BrkFace,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,251,0,491,1372,GasA,TA,Y,SBrkr,1342,0,0,1342,0,0,2,0,3,1,TA,7,Typ,1,2,Y,0,0,0,0,0,0,Missing,0,9,WD,Normal,161500,42,42
50,RM,60,10800,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,0,TA,Gd,PConc,Fa,TA,No,686,0,0,686,GasA,TA,Y,SBrkr,966,686,0,1652,1,0,2,0,4,1,TA,7,Typ,0,1,Y,0,0,0,0,0,0,Missing,0,6,WD,Normal,139000,95,60
60,RL,76,10142,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,No,656,0,300,956,GasA,Ex,Y,SBrkr,956,1128,0,2084,1,0,2,1,4,1,Gd,8,Typ,0,2,Y,0,45,0,0,0,0,Missing,0,1,WD,Normal,233000,6,6
20,RM,50,6000,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,CBlock,TA,TA,No,0,0,901,901,GasA,Ex,Y,SBrkr,901,0,0,901,0,0,1,0,2,1,TA,4,Typ,0,1,Y,0,0,0,0,0,0,Missing,0,8,WD,Normal,107900,54,8
60,RL,74.76372516,12205,Pave,Missing,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,7.5,Gable,CompShg,HdBoard,HdBoard,157,TA,TA,CBlock,TA,Fa,Gd,568,0,264,832,GasA,Gd,Y,SBrkr,976,1111,0,2087,0,0,2,1,4.5,1,Gd,9,Typ,0,2,Y,133,168,0,0,0,0,Missing,0,7,WD,Normal,187500,41,0
120,RL,43,3182,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,11,Gd,TA,PConc,Gd,TA,No,16,0,1129,1145,GasA,Ex,Y,SBrkr,1145,0,0,1145,0,0,2,0,2,1,Gd,5,Typ,1,2,Y,100,16,0,0,0,0,Missing,0,9,WD,Normal,160200,4,3
80,RL,77.32326226,11333,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,HdBoard,HdBoard,0,TA,TA,PConc,Gd,TA,Av,539,0,490,1029,GasA,TA,Y,SBrkr,1062,0,0,1062,1,0,1,0,3,1,TA,5,Typ,2,2,Y,120,0,0,0,0,0,Missing,0,5,WD,Normal,146800,31,31
60,RL,92,9920,Pave,Missing,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,0,Gd,TA,PConc,Gd,TA,Av,862,0,255,1117,GasA,Ex,Y,SBrkr,1127,886,0,2013,1,0,2,1,3,1,TA,8,Typ,1,2,Y,180,130,0,0,0,0,Missing,0,6,WD,Normal,269790,11,10
20,RL,76,9158,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,140,Gd,TA,PConc,Gd,TA,Av,0,0,1496,1496,GasA,Ex,Y,SBrkr,1496,0,0,1496,0,0,2,0,3,1,Gd,7,Typ,0,2,Y,168,130,0,0,0,0,Missing,0,6,New,Partial,225000,0,0
60,RL,75.43765015,10832,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,0,Gd,TA,PConc,Gd,TA,No,0,0,712,712,GasA,Ex,Y,SBrkr,1086,809,0,1895,0,0,2,1,3,1,Gd,7,Typ,1,2,Y,143,46,0,0,0,0,Missing,0,10,WD,Normal,194500,14,12
60,RL,70,8400,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,HdBoard,HdBoard,130,TA,TA,CBlock,Gd,TA,No,0,0,650,650,GasA,TA,Y,SBrkr,888,676,0,1564,0,0,2,1,3,1,TA,7,Typ,1,2,Y,0,50,0,0,0,0,MnPrv,0,4,WD,Normal,171000,30,29
20,RL,71,8197,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Plywood,Plywood,148,TA,TA,CBlock,TA,TA,No,0,0,660,660,GasA,Ex,Y,SBrkr,1285,0,0,1285,0,0,1,1,3,1,TA,7,Typ,1,2,Y,138,0,0,0,0,0,MnPrv,0,4,WD,Normal,143500,30,30
20,RL,57,7677,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,CBlock,TA,TA,No,570,0,203,773,GasA,Gd,Y,SBrkr,773,0,0,773,0,0,1,0,2,1,TA,4,Typ,0,1,Y,0,0,0,0,0,0,Missing,0,4,WD,Abnorml,110000,55,55
60,RL,104,13518,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,Hip,CompShg,VinylSd,VinylSd,860,Ex,TA,PConc,Ex,TA,No,0,0,1685.5,1926,GasA,Ex,Y,SBrkr,1966,1174,0,2747.625,0,0,3,1,4,1,Ex,10,Typ,2,3,Y,144,78,0,0,0,0,Missing,0,7,New,Partial,485000,1,0
50,RL,60,7200,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,252,TA,TA,BrkTil,Gd,TA,No,569,0,162,731,GasA,Ex,Y,SBrkr,981,787,0,1768,1,0,1,1,3,1,Gd,7,Typ,2,1,Y,0,0,0,0,0,0,MnPrv,0,6,WD,Normal,175000,70,57
60,RL,79,12798,Pave,Missing,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Gd,TA,Gd,462,0,154,616,GasA,Gd,Y,SBrkr,616,1072,0,1688,1,0,2,1,4,1,Gd,8,Typ,0,2,Y,403,114,0,0,0,0,Missing,0,5,WD,Normal,200000,11,11
